date,geography_name,geography_code,school_type_group,Institution,subject_area,Subject,Number at grade A*.,Number at grade A.,Number at grade B.,Number at grade C.,Number at grade D.,Number at grade E.,Number at grade U.,q_grade_achieved,Total number of students,astar_a_grade_achieved,astar_b_grade_achieved,astar_c_grade_achieved,astar_d_grade_achieved,astar_e_grade_achieved,Percent achieving grade A*,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,Percent achieving grade A* - A,Percent achieving grade A* - B,Percent achieving grade A* - C,Percent achieving grade A* - D,Percent achieving grade A* - E
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Communication Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Mathematics (Statistics),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Home Economics,Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Geography,Geography (World Development),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Graphics,0,1,0,3,2,2,0,0,8,1,1,4,6,8,0,12.5,0,37.5,25,25,12.5,12.5,50,75,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Physical Education,Dance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Computer Science,Total Computer Science,0,6,6,9,5,4,0,0,30,6,12,21,26,30,0,20,20,30,16.66667,13.33333,20,40,70,86.66667,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Modern Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Music,Music Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Textiles Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Electronics,0,0,1,1,0,0,0,0,2,0,1,2,2,2,0,0,50,50,0,0,0,50,100,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Modern Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Portuguese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Other Classical Languages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Product Design,1,1,6,5,9,5,1,0,28,2,8,13,22,27,3.57143,3.57143,21.42857,17.85714,32.14286,17.85714,7.14286,28.57143,46.42857,78.57143,96.42857
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Sociology,Total Sociology,3,14,26,27,19,11,3,1,104,17,43,70,89,100,2.88462,13.46154,25,25.96154,18.26923,10.57692,16.34615,41.34615,67.30769,85.57692,96.15385
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Urdu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Music,Music,0,0,3,3,3,0,0,0,9,0,3,6,9,9,0,0,33.33333,33.33333,33.33333,0,0,33.33333,66.66667,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Persian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Ancient History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Home Economics,Home Economics (Food),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Critical Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Food Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science -Biology,Total Biology,9,31,39,42,47,30,9,0,207,40,79,121,168,198,4.34783,14.97585,18.84058,20.28986,22.70531,14.49275,19.32367,38.16425,58.45411,81.15942,95.65217
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Classics (General),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,All STEM subjects,Total STEM subjects,28,65,67,66,86,55,15,0,382,93,160,226,312,367,7.32984,17.01571,17.53927,17.27749,22.51309,14.39791,24.34555,41.88482,59.1623,81.67539,96.0733
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Additional Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Arabic,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,100,0,0,0,0,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,ICT,Total ICT,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,100,0,0,0,0,100,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages,French,0,9,4,2,0,1,0,0,16,9,13,15,15,16,0,56.25,25,12.5,0,6.25,56.25,81.25,93.75,93.75,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,All subjects,Total subjects,64,145,240,191,112,44,11,0,807,209,449,640,752,796,7.93061,17.96778,29.73978,23.66791,13.87856,5.45229,25.89839,55.63817,79.30607,93.18463,98.63693
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Systems & Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Irish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,General studies,General Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Anthropology,Total Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Photography,4,7,19,17,19,1,0,0,67,11,30,47,66,67,5.97015,10.44776,28.35821,25.37313,28.35821,1.49254,16.41791,44.77612,70.14925,98.50746,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Art and design,4,6,17,15,6,0,2,0,50,10,27,42,48,48,8,12,34,30,12,0,20,54,84,96,96
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Drama & Theatre Studies,0,0,2,3,2,1,0,0,8,0,2,5,7,8,0,0,25,37.5,25,12.5,0,25,62.5,87.5,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Geography,Geography,1,10,26,19,11,5,0,0,72,11,37,56,67,72,1.38889,13.88889,36.11111,26.38889,15.27778,6.94444,15.27778,51.38889,77.77778,93.05556,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Total Arts,1,3,21,31,22,1,0,0,79,4,25,56,78,79,1.26582,3.79747,26.58228,39.24051,27.8481,1.26582,5.06329,31.64557,70.88608,98.73418,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Fine Art,3,4,10,1,1,0,0,0,19,7,17,18,19,19,15.78947,21.05263,52.63158,5.26316,5.26316,0,36.84211,89.47368,94.73684,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Media/Film/Tv Studies,1,3,17,27,21,1,0,0,70,4,21,48,69,70,1.42857,4.28571,24.28571,38.57143,30,1.42857,5.71429,30,68.57143,98.57143,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,3d Studies,2,2,6,2,1,0,0,0,13,4,10,12,13,13,15.38462,15.38462,46.15385,15.38462,7.69231,0,30.76923,76.92308,92.30769,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science -Physics,Total Physics,8,13,17,17,18,11,8,0,92,21,38,55,73,84,8.69565,14.13043,18.47826,18.47826,19.56522,11.95652,22.82609,41.30435,59.78261,79.34783,91.30435
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Total Classical studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,Design & Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,All facilitating subjects,Total facilitating subjects,37,97,141,115,98,51,16,0,555,134,275,390,488,539,6.66667,17.47748,25.40541,20.72072,17.65766,9.18919,24.14414,49.54955,70.27027,87.92793,97.11712
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Total Art & Design,13,21,55,36,24,3,1,0,153,34,89,125,149,152,8.49673,13.72549,35.94771,23.52941,15.68627,1.96078,22.22222,58.16993,81.69935,97.38562,99.34641
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Polish,0,0,0,0,1,1,0,0,2,0,0,0,1,2,0,0,0,0,50,50,0,0,0,50,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,Total D&T,1,1,6,5,9,5,1,0,28,2,8,13,22,27,3.57143,3.57143,21.42857,17.85714,32.14286,17.85714,7.14286,28.57143,46.42857,78.57143,96.42857
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Physical Education,Physical Education/Sports Studies,1,4,5,9,4,2,1,0,26,5,10,19,23,25,3.84615,15.38462,19.23077,34.61538,15.38462,7.69231,19.23077,38.46154,73.07692,88.46154,96.15385
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Government and politics,Total Government and Politics,1,6,16,10,5,3,0,0,41,7,23,33,38,41,2.43902,14.63415,39.02439,24.39024,12.19512,7.31707,17.07317,56.09756,80.4878,92.68293,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Textiles,1,3,8,4,2,0,0,0,18,4,12,16,18,18,5.55556,16.66667,44.44444,22.22222,11.11111,0,22.22222,66.66667,88.88889,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,English,Total English,8,15,53,66,30,1,2,0,175,23,76,142,172,173,4.57143,8.57143,30.28571,37.71429,17.14286,0.57143,13.14286,43.42857,81.14286,98.28571,98.85714
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Classical Civilisation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,English,English language,0,7,24,32,7,0,0,0,70,7,31,63,70,70,0,10,34.28571,45.71429,10,0,10,44.28571,90,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Gujarati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Bengali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Expressive Arts & Performance Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Logic/Philosophy,Total Logic/ Philosophy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Classical Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,History,Total History,2,18,43,26,11,6,1,0,107,20,63,89,100,106,1.86916,16.82243,40.18692,24.29907,10.28037,5.60748,18.69159,58.8785,83.17757,93.45794,99.06542
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Punjabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Film Studies,0,0,2,3,0,0,0,0,5,0,2,5,5,5,0,0,40,60,0,0,0,40,100,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Welsh (Second Language),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Total Other Modern Languages,1,0,0,0,2,1,0,0,4,1,1,1,3,4,25,0,0,0,50,25,25,25,25,75,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Business Studies,Total Business Studies,1,8,30,34,18,6,1,0,98,9,39,73,91,97,1.02041,8.16327,30.61224,34.69388,18.36735,6.12245,9.18367,39.79592,74.4898,92.85714,98.97959
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,History of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Law,Total Law,0,2,3,3,1,0,0,0,9,2,5,8,9,9,0,22.22222,33.33333,33.33333,11.11111,0,22.22222,55.55556,88.88889,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Geology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Psychology,Total Psychology,8,23,45,56,25,21,8,0,186,31,76,132,157,178,4.30108,12.36559,24.19355,30.10753,13.44086,11.29032,16.66667,40.86022,70.96774,84.4086,95.69892
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science -Chemistry,Total Chemistry,4,25,33,37,24,26,6,0,155,29,62,99,123,149,2.58065,16.12903,21.29032,23.87097,15.48387,16.77419,18.70968,40,63.87097,79.35484,96.12903
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,General studies,Total General studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages,German,0,2,1,2,6,3,0,0,14,2,3,5,11,14,0,14.28571,7.14286,14.28571,42.85714,21.42857,14.28571,21.42857,35.71429,78.57143,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Latin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Humanities,Total Humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Creative Writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Italian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,English,English literature,8,12,31,37,23,2,2,0,115,20,51,88,111,113,6.95652,10.43478,26.95652,32.17391,20,1.73913,17.3913,44.34783,76.52174,96.52174,98.26087
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Religious Studies,Total Religious Studies,0,14,15,14,15,5,4,0,67,14,29,43,58,63,0,20.89552,22.38806,20.89552,22.38806,7.46269,20.89552,43.28358,64.1791,86.56716,94.02985
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Economics,Total Economics,2,7,12,16,7,3,0,0,47,9,21,37,44,47,4.25532,14.89362,25.53191,34.04255,14.89362,6.38298,19.14894,44.68085,78.7234,93.61702,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Total Other Sciences,0,0,1,1,0,0,0,0,2,0,1,2,2,2,0,0,50,50,0,0,0,50,100,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Environmental Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Total Maths,20,43,36,26,50,20,1,0,196,63,99,125,175,195,10.20408,21.93878,18.36735,13.26531,25.5102,10.20408,32.14286,50.5102,63.77551,89.28571,99.4898
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Russian,1,0,0,0,0,0,0,0,1,1,1,1,1,1,100,0,0,0,0,0,100,100,100,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Science in Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,English,English language & literature,0,0,1,3,1,0,0,0,5,0,1,4,5,5,0,0,20,60,20,0,0,20,80,100,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Dutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Maths,20,43,36,26,50,20,1,0,196,63,99,125,175,195,10.20408,21.93878,18.36735,13.26531,25.5102,10.20408,32.14286,50.5102,63.77551,89.28571,99.4898
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Physical Education,Total Physical Education,1,4,5,9,4,2,1,0,26,5,10,19,23,25,3.84615,15.38462,19.23077,34.61538,15.38462,7.69231,19.23077,38.46154,73.07692,88.46154,96.15385
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Geography,Total Geography,1,10,26,19,11,5,0,0,72,11,37,56,67,72,1.38889,13.88889,36.11111,26.38889,15.27778,6.94444,15.27778,51.38889,77.77778,93.05556,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Home Economics,Total Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,General studies,Critical Thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths - Further,Total Further Mathematics,6,5,1,0,0,1,0,0,13,11,12,12,12,13,46.15385,38.46154,7.69231,0,0,7.69231,84.61538,92.30769,92.30769,92.30769,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages,Total Modern languages including Other,1,15,7,7,8,5,0,0,43,16,23,30,38,43,2.32558,34.88372,16.27907,16.27907,18.60465,11.62791,37.2093,53.48837,69.76744,88.37209,100
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Music,Total Music,0,0,3,3,3,0,0,0,9,0,3,6,9,9,0,0,33.33333,33.33333,33.33333,0,0,33.33333,66.66667,100,100
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Turkish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Citizenship studies,Total Citizenship studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Accounting and Finance,Total Accounting and finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages,Spanish,1,0,3,1,1,1,0,0,7,1,4,5,6,7,14.28571,0,42.85714,14.28571,14.28571,14.28571,14.28571,57.14286,71.42857,85.71429,100
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Maths,Use of mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Maths,Mathematics (Pure),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Arts,Communication Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Maths,Mathematics (Statistics),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Home Economics,Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Geography,Geography (World Development),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Art & Design,Graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Physical Education,Dance,3,0,2,2,1,0,0,0,8,3,5,7,8,8,37.5,0,25,25,12.5,0,37.5,62.5,87.5,100,100
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Computer Science,Total Computer Science,0,0,5,4,4,3,0,0,16,0,5,9,13,16,0,0,31.25,25,25,18.75,0,31.25,56.25,81.25,100
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Modern Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Music,Music Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Design and technology,D&T Textiles Technology,0,0,3,1,1,1,2,0,8,0,3,4,5,6,0,0,37.5,12.5,12.5,12.5,0,37.5,50,62.5,75
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Science - other,Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Modern Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Portuguese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Classical studies,Other Classical Languages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Design and technology,D&T Product Design,2,5,4,5,8,2,1,0,27,7,11,16,24,26,7.40741,18.51852,14.81481,18.51852,29.62963,7.40741,25.92593,40.74074,59.25926,88.88889,96.2963
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Sociology,Total Sociology,8,14,33,27,15,8,2,0,107,22,55,82,97,105,7.47664,13.08411,30.84112,25.23364,14.01869,7.47664,20.56075,51.40187,76.63551,90.65421,98.13084
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Urdu,3,3,0,0,0,0,0,0,6,6,6,6,6,6,50,50,0,0,0,0,100,100,100,100,100
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Music,Music,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,100
