date,geography_name,geography_code,school_type_group,Institution,subject_area,Subject,Number at grade A*.,Number at grade A.,Number at grade B.,Number at grade C.,Number at grade D.,Number at grade E.,Number at grade U.,q_grade_achieved,Total number of students,astar_a_grade_achieved,astar_b_grade_achieved,astar_c_grade_achieved,astar_d_grade_achieved,astar_e_grade_achieved,Percent achieving grade A*,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,Percent achieving grade A* - A,Percent achieving grade A* - B,Percent achieving grade A* - C,Percent achieving grade A* - D,Percent achieving grade A* - E
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Design and technology,Design & Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Computer Science,Total Computer Science,0,7,17,18,12,8,12,0,74,7,24,42,54,62,0,9.45946,22.97297,24.32432,16.21622,10.81081,9.45946,32.43243,56.75676,72.97297,83.78378
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages,Spanish,3,9,9,10,7,1,1,0,40,12,21,31,38,39,7.5,22.5,22.5,25,17.5,2.5,30,52.5,77.5,95,97.5
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Classical studies,Latin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Art & Design,Art and design,3,7,30,21,14,5,1,0,81,10,40,61,75,80,3.7037,8.64198,37.03704,25.92593,17.28395,6.17284,12.34568,49.38272,75.30864,92.59259,98.76543
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Arts,Drama & Theatre Studies,1,8,26,20,15,6,0,0,76,9,35,55,70,76,1.31579,10.52632,34.21053,26.31579,19.73684,7.89474,11.84211,46.05263,72.36842,92.10526,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Chinese,0,0,1,1,0,0,0,0,2,0,1,2,2,2,0,0,50,50,0,0,0,50,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Turkish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Dutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Art & Design,3d Studies,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,100,0,0,0,0,100,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages,French,4,12,15,10,1,1,0,0,43,16,31,41,42,43,9.30233,27.90698,34.88372,23.25581,2.32558,2.32558,37.2093,72.09302,95.34884,97.67442,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Home Economics,Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Urdu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Economics,Total Economics,6,40,41,38,18,8,1,0,152,46,87,125,143,151,3.94737,26.31579,26.97368,25,11.84211,5.26316,30.26316,57.23684,82.23684,94.07895,99.34211
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science -Chemistry,Total Chemistry,18,77,81,95,68,26,12,0,377,95,176,271,339,365,4.77454,20.4244,21.48541,25.19894,18.03714,6.89655,25.19894,46.68435,71.88329,89.92042,96.81698
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,General studies,General Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Maths,Use of mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Punjabi,1,1,1,0,0,0,0,0,3,2,3,3,3,3,33.33333,33.33333,33.33333,0,0,0,66.66667,100,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science - other,Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Maths,Mathematics (Statistics),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Geography,Geography,8,47,70,70,39,12,3,0,249,55,125,195,234,246,3.21285,18.8755,28.11245,28.11245,15.66265,4.81928,22.08835,50.2008,78.31325,93.9759,98.79518
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Government and politics,Total Government and Politics,3,17,31,31,15,3,3,0,103,20,51,82,97,100,2.91262,16.50485,30.09709,30.09709,14.56311,2.91262,19.41748,49.51456,79.61165,94.17476,97.08738
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Classical studies,Other Classical Languages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,English,English language,1,24,90,140,63,16,4,0,338,25,115,255,318,334,0.29586,7.10059,26.62722,41.42012,18.63905,4.73373,7.39645,34.02367,75.44379,94.08284,98.81657
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Classical studies,Classical Civilisation,0,1,2,5,0,2,0,0,10,1,3,8,8,10,0,10,20,50,0,20,10,30,80,80,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science - other,Geology,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Bengali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Persian,1,1,0,0,0,0,0,0,2,2,2,2,2,2,50,50,0,0,0,0,100,100,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,English,English language & literature,0,7,15,23,17,1,1,0,64,7,22,45,62,63,0,10.9375,23.4375,35.9375,26.5625,1.5625,10.9375,34.375,70.3125,96.875,98.4375
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Classical studies,Classical Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages,German,0,5,5,1,3,0,0,0,14,5,10,11,14,14,0,35.71429,35.71429,7.14286,21.42857,0,35.71429,71.42857,78.57143,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science -Biology,Total Biology,18,73,93,117,67,47,22,0,437,91,184,301,368,415,4.11899,16.70481,21.28146,26.77346,15.33181,10.75515,20.8238,42.10526,68.87872,84.21053,94.96568
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Arts,Film Studies,0,1,2,7,3,2,0,0,15,1,3,10,13,15,0,6.66667,13.33333,46.66667,20,13.33333,6.66667,20,66.66667,86.66667,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,English,English literature,18,39,93,105,60,17,1,0,333,57,150,255,315,332,5.40541,11.71171,27.92793,31.53153,18.01802,5.10511,17.11712,45.04505,76.57658,94.59459,99.6997
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Modern Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,General studies,Critical Thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Physical Education,Dance,1,2,2,0,0,0,0,0,5,3,5,5,5,5,20,40,40,0,0,0,60,100,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Arts,Media/Film/Tv Studies,1,14,36,55,24,6,2,0,138,15,51,106,130,136,0.72464,10.14493,26.08696,39.85507,17.3913,4.34783,10.86957,36.95652,76.81159,94.2029,98.55072
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science - other,Environmental Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Music,Music,1,3,11,8,6,2,0,0,31,4,15,23,29,31,3.22581,9.67742,35.48387,25.80645,19.35484,6.45161,12.90323,48.3871,74.19355,93.54839,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Arts,Expressive Arts & Performance Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Logic/Philosophy,Total Logic/ Philosophy,0,0,3,1,4,2,0,0,10,0,3,4,8,10,0,0,30,10,40,20,0,30,40,80,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Modern Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Art & Design,Total Art & Design,14,26,94,67,47,16,3,0,267,40,134,201,248,264,5.24345,9.73783,35.20599,25.09363,17.603,5.99251,14.98127,50.18727,75.2809,92.8839,98.8764
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Maths,Total Maths,73,166,117,95,53,42,20,0,566,239,356,451,504,546,12.89753,29.32862,20.67138,16.78445,9.36396,7.42049,42.22615,62.89753,79.68198,89.04594,96.46643
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Design and technology,Total D&T,3,4,20,28,21,15,5,0,96,7,27,55,76,91,3.125,4.16667,20.83333,29.16667,21.875,15.625,7.29167,28.125,57.29167,79.16667,94.79167
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Humanities,Total Humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Welsh (Second Language),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Geography,Total Geography,8,47,70,70,39,12,3,0,249,55,125,195,234,246,3.21285,18.8755,28.11245,28.11245,15.66265,4.81928,22.08835,50.2008,78.31325,93.9759,98.79518
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Business Studies,Total Business Studies,10,15,57,75,68,24,7,0,256,25,82,157,225,249,3.90625,5.85938,22.26563,29.29688,26.5625,9.375,9.76563,32.03125,61.32813,87.89063,97.26563
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,English,Total English,18,69,178,252,128,30,6,0,681,87,265,517,645,675,2.64317,10.13216,26.13803,37.00441,18.79589,4.40529,12.77533,38.91336,75.91777,94.71366,99.11894
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Maths - Further,Total Further Mathematics,22,25,12,8,8,3,0,0,78,47,59,67,75,78,28.20513,32.05128,15.38462,10.25641,10.25641,3.84615,60.25641,75.64103,85.89744,96.15385,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,All subjects,Total subjects,192,459,635,548,290,87,35,0,2246,651,1286,1834,2124,2211,8.54853,20.43633,28.27248,24.39893,12.91184,3.87355,28.98486,57.25735,81.65628,94.56812,98.44167
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Design and technology,D&T Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Russian,0,2,0,0,0,0,0,0,2,2,2,2,2,2,0,100,0,0,0,0,100,100,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,All facilitating subjects,Total facilitating subjects,130,316,361,380,207,103,37,0,1534,446,807,1187,1394,1497,8.47458,20.59974,23.53325,24.77184,13.49413,6.71447,29.07432,52.60756,77.3794,90.87353,97.58801
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science - other,Science in Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages,Total Modern languages including Other,12,33,32,24,11,2,1,0,115,45,77,101,112,114,10.43478,28.69565,27.82609,20.86957,9.56522,1.73913,39.13043,66.95652,87.82609,97.3913,99.13043
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,History,Total History,17,71,119,128,60,28,2,0,425,88,207,335,395,423,4,16.70588,28,30.11765,14.11765,6.58824,20.70588,48.70588,78.82353,92.94118,99.52941
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Classical studies,Classics (General),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,All STEM subjects,Total STEM subjects,89,216,198,196,116,85,49,0,949,305,503,699,815,900,9.37829,22.7608,20.86407,20.65332,12.22339,8.9568,32.13909,53.00316,73.65648,85.87987,94.83667
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Portuguese,1,2,0,2,1,0,0,0,6,3,3,5,6,6,16.66667,33.33333,0,33.33333,16.66667,0,50,50,83.33333,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Design and technology,D&T Product Design,1,3,17,25,20,14,5,0,85,4,21,46,66,80,1.17647,3.52941,20,29.41176,23.52941,16.47059,4.70588,24.70588,54.11765,77.64706,94.11765
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Art & Design,History of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science -Physics,Total Physics,15,51,63,42,38,30,12,0,251,66,129,171,209,239,5.9761,20.31873,25.0996,16.73307,15.13944,11.95219,26.29482,51.39442,68.12749,83.26693,95.21912
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Science - other,Total Other Sciences,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Gujarati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Classical studies,Total Classical studies,0,1,2,5,0,2,0,0,10,1,3,8,8,10,0,10,20,50,0,20,10,30,80,80,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Music,Total Music,1,3,11,11,8,4,0,0,38,4,15,26,34,38,2.63158,7.89474,28.94737,28.94737,21.05263,10.52632,10.52632,39.47368,68.42105,89.47368,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Polish,0,2,0,1,0,0,0,0,3,2,2,3,3,3,0,66.66667,0,33.33333,0,0,66.66667,66.66667,100,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Physical Education,Physical Education/Sports Studies,2,7,20,14,24,14,3,0,84,9,29,43,67,81,2.38095,8.33333,23.80952,16.66667,28.57143,16.66667,10.71429,34.52381,51.19048,79.7619,96.42857
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Arts,Total Arts,2,24,64,81,38,13,2,0,224,26,90,171,209,222,0.89286,10.71429,28.57143,36.16071,16.96429,5.80357,11.60714,40.17857,76.33929,93.30357,99.10714
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Arts,Creative Writing,0,1,1,6,1,0,0,0,9,1,2,8,9,9,0,11.11111,11.11111,66.66667,11.11111,0,11.11111,22.22222,88.88889,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Maths,Maths,73,166,117,95,53,42,20,0,566,239,356,451,504,546,12.89753,29.32862,20.67138,16.78445,9.36396,7.42049,42.22615,62.89753,79.68198,89.04594,96.46643
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,General studies,Total General studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Psychology,Total Psychology,9,60,117,145,86,40,9,0,466,69,186,331,417,457,1.93133,12.87554,25.1073,31.11588,18.45494,8.58369,14.80687,39.91416,71.03004,89.48498,98.06867
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Modern languages - other,Total Other Modern Languages,5,9,4,6,2,0,0,0,26,14,18,24,26,26,19.23077,34.61538,15.38462,23.07692,7.69231,0,53.84615,69.23077,92.30769,100,100
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Religious Studies,Total Religious Studies,5,22,47,31,17,8,1,0,131,27,74,105,122,130,3.81679,16.79389,35.87786,23.66412,12.9771,6.10687,20.61069,56.48855,80.15267,93.12977,99.23664
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Law,Total Law,2,18,32,40,37,22,5,0,156,20,52,92,129,151,1.28205,11.53846,20.51282,25.64103,23.71795,14.10256,12.82051,33.33333,58.97436,82.69231,96.79487
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Home Economics,Total Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Physical Education,Total Physical Education,3,9,22,14,24,14,3,0,89,12,34,48,72,86,3.37079,10.11236,24.7191,15.73034,26.96629,15.73034,13.48315,38.20225,53.93258,80.89888,96.62921
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,Critical Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Home Economics,Home Economics (Food),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Design and technology,D&T Food Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Music,Music Technology,0,0,0,3,6,6,1,0,16,0,0,3,9,15,0,0,0,18.75,37.5,37.5,0,0,18.75,56.25,93.75
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Accounting and Finance,Total Accounting and finance,1,6,10,7,5,1,0,0,30,7,17,24,29,30,3.33333,20,33.33333,23.33333,16.66667,3.33333,23.33333,56.66667,80,96.66667,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,Fine Art,4,7,23,19,21,2,0,0,76,11,34,53,74,76,5.26316,9.21053,30.26316,25,27.63158,2.63158,14.47368,44.73684,69.73684,97.36842,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Welsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Maths,Additional Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Geography,Geography (World Development),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,ICT,Total ICT,0,3,17,24,20,4,0,0,68,3,20,44,64,68,0,4.41176,25,35.29412,29.41176,5.88235,4.41176,29.41176,64.70588,94.11765,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,Graphics,4,2,15,18,7,1,0,0,47,6,21,39,46,47,8.51064,4.25532,31.91489,38.29787,14.89362,2.12766,12.76596,44.68085,82.97872,97.87234,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Design and technology,D&T Systems & Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Classical studies,Ancient History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Maths,Mathematics (Pure),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Irish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,Photography,5,7,29,42,24,7,0,0,114,12,41,83,107,114,4.38596,6.14035,25.4386,36.84211,21.05263,6.14035,10.52632,35.96491,72.80702,93.85965,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Anthropology,Total Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Design and technology,D&T Textiles Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Citizenship studies,Total Citizenship studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Italian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,Textiles,2,0,8,13,4,2,0,0,29,2,10,23,27,29,6.89655,0,27.58621,44.82759,13.7931,6.89655,6.89655,34.48276,79.31034,93.10345,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Arabic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Arts,Communication Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Sociology,Total Sociology,13,21,46,44,28,5,2,0,159,34,80,124,152,157,8.1761,13.20755,28.93082,27.67296,17.61006,3.14465,21.38365,50.31447,77.98742,95.59748,98.74214
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Design and technology,Design & Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Computer Science,Total Computer Science,2,9,12,9,12,0,0,0,44,11,23,32,44,44,4.54545,20.45455,27.27273,20.45455,27.27273,0,25,52.27273,72.72727,100,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages,Spanish,3,7,9,4,1,0,0,0,24,10,19,23,24,24,12.5,29.16667,37.5,16.66667,4.16667,0,41.66667,79.16667,95.83333,100,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Classical studies,Latin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,Art and design,2,0,1,0,2,0,0,0,5,2,3,3,5,5,40,0,20,0,40,0,40,60,60,100,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Arts,Drama & Theatre Studies,2,10,24,22,6,1,1,0,66,12,36,58,64,65,3.0303,15.15152,36.36364,33.33333,9.09091,1.51515,18.18182,54.54545,87.87879,96.9697,98.48485
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Turkish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Dutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Art & Design,3d Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages,French,2,5,7,12,2,0,0,0,28,7,14,26,28,28,7.14286,17.85714,25,42.85714,7.14286,0,25,50,92.85714,100,100
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Home Economics,Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Modern languages - other,Urdu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Economics,Total Economics,4,17,21,18,8,2,0,0,70,21,42,60,68,70,5.71429,24.28571,30,25.71429,11.42857,2.85714,30,60,85.71429,97.14286,100
