LA,Thing,Count
York,AutoCAD,879
York,Microsoft Outlook,732
York,eClinicalWorks (ECW),732
York,Microsoft PowerPoint,699
York,SAP Applications,664
York,JavaScript (Programming Language),653
York,Autodesk Revit,609
York,Reliability Availability Maintainability And Safety Software,580
York,C# (Programming Language),503
York,Microsoft Word,496
York,.NET Framework,453
York,Linux,402
York,Python (Programming Language),396
York,Amazon Web Services,389
York,Application Programming Interface (API),384
York,Adobe Photoshop,382
York,Cascading Style Sheets (CSS),360
York,Java (Programming Language),355
York,HyperText Markup Language (HTML),326
York,Microsoft Office 365,315
York,Windows PowerShell,292
York,React.js,282
York,Windows Servers,251
York,Information Technology Infrastructure Library,237
York,Docker (Software),225
York,SAP CRM,216
York,Kubernetes,201
York,Active Directory,180
York,PHP (Scripting Language),179
York,Microsoft Project,178
York,SketchUp (3D Modeling Software),169
York,Microsoft 365,165
York,SQL Server Integration Services (SSIS),165
York,Adobe InDesign,152
York,Operating Systems,150
York,Microsoft Intune (Mobile Device Management Software),143
York,Microsoft SharePoint,142
York,Transact-SQL,142
York,Git (Version Control System),140
York,Terraform,137
York,Angular (Web Framework),132
York,Microsoft Dynamics 365,129
York,Azure DevOps,125
York,Database Systems,113
York,C++ (Programming Language),113
York,Node.js,112
York,Microsoft Dynamics,110
York,Github,106
York,SQL Server Reporting Services,103
York,TypeScript,102
York,Cloud Technologies,100
York,Stored Procedure,97
York,HTML5,95
York,ServiceNow,92
York,Firewall,92
York,Adobe Illustrator,88
York,Design Software,88
York,Platform As A Service (PaaS),87
York,Microsoft SQL Servers,87
York,PHPUnit,86
York,JSON,85
York,Elasticsearch,85
York,Azure Active Directory,82
York,Selenium (Software),81
York,PostgreSQL,80
York,Linden Scripting Language,78
York,Microsoft Power Platform,77
York,Scheme (Programming Language),77
York,JQuery,76
York,Apple IOS,75
York,Microsoft Windows 10,71
York,C (Programming Language),70
York,Content Management Systems,69
York,Lumion (3D Rendering Software),69
York,Autodesk Inventor,69
York,Cloud Services,68
York,Firmware,67
York,Jenkins,67
York,Vue.js,67
York,Apache Kafka,66
York,Microsoft Software,66
York,RESTful API,65
York,ASP.NET,65
York,Geographic Information Systems,64
York,Ansible,63
York,Virtual Learning Environments,62
York,Ext JS,62
York,Project Management Software,61
York,Customer Relationship Management (CRM) Software,61
York,Accounting Software,60
York,Infrastructure As A Service (IaaS),60
York,Zoom (Video Conferencing Tool),59
York,WordPress,58
York,Postman API Platform,58
